*****Sonar Placement GA Expirement*****
Start Time: 2017-12-28 16:36:15.007769
Rand_seed:7
End Time: 2017-12-28 16:36:26.395183
Running Time: 0:00:10.405544
Population size:30
Generation Count:10
Mutation Probability:0.15
Cross Over Probability:0.25
***** Constraints *****
Max Number of Sensors: 10
X Position: [0, 100]
Y Position: [0, 100]
Z Orient: [-90, 90]
***** Enviroment Factors *****
Sensor Knockout: True
Sensor Knockout Type: transient
Max Sim Time: 270
*****************************
Generation, ID, Fitness, Number of Sonar, S1_P_X, S1_P_Y, S1_O, S2_P_X, S2_P_Y, S2_O, S3_P_X, S3_P_Y, S3_O, S4_P_X, S4_P_Y, S4_O, S5_P_X, S5_P_Y, S5_O, S6_P_X, S6_P_Y, S6_O, S7_P_X, S7_P_Y, S7_O, S8_P_X, S8_P_Y, S8_O, S9_P_X, S9_P_Y, S9_O, S10_P_X, S10_P_Y, S10_O, Raw Fitness
0, 24, 1.82266675459, 10, 0.211, -0.102, -40, 0.198, -0.108, -48, 0.104, -0.133, -49, 0.236, -0.098, -3, 0.002, -0.134, -71, 0.211, 0.102, 40, 0.198, 0.108, 48, 0.104, 0.133, 49, 0.236, 0.098, 3, 0.002, 0.134, 71, 
0, 25, 1.81015096362, 6, 0.198, 0.14, 41, 0.052, 0.102, 51, 0.207, -0.016, -25, 0.198, -0.139, -41, 0.052, -0.101, -51, 0.207, 0.016, 25,  , , ,  , , ,  , , ,  , , , 
0, 26, 0.0, 10, 0.208, 0.084, -4, 0.205, 0.103, 31, 0.014, -0.103, -72, 0.204, -0.107, -6, 0.223, -0.133, -55, 0.208, -0.084, 4, 0.205, -0.102, -31, 0.014, 0.103, 72, 0.204, 0.107, 6, 0.223, 0.133, 55, 
0, 27, 0.0, 10, 0.207, 0.006, 16, 0.032, 0.103, 80, 0.215, 0.052, 13, 0.034, -0.133, -40, 0.201, 0.048, -3, 0.207, -0.006, -16, 0.032, -0.102, -80, 0.215, -0.052, -13, 0.034, 0.133, 40, 0.201, -0.048, 3, 
0, 28, 1.49539845499, 2, 0.188, -0.145, -81, 0.188, 0.145, 81,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
0, 29, 0.270891303955, 6, 0.168, -0.131, -65, 0.249, 0.117, 16, 0.232, 0.12, 65, 0.168, 0.131, 65, 0.249, -0.117, -16, 0.232, -0.12, -65,  , , ,  , , ,  , , ,  , , , 
1, 5, 3.22907249879, 2, 0.154, 0.107, 78, 0.154, -0.106, -78,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1, 1, 2.10395306019, 6, 0.018, 0.121, 48, 0.044, 0.132, 42, 0.08, -0.101, -42, 0.018, -0.121, -48, 0.044, -0.132, -42, 0.08, 0.101, 42,  , , ,  , , ,  , , ,  , , , 
1, 22, 0.567465849139, 6, 0.235, -0.106, -95, 0.228, 0.09, -21, 0.024, 0.122, 87, 0.235, 0.106, 95, 0.228, -0.09, 21, 0.024, -0.122, -87,  , , ,  , , ,  , , ,  , , , 
1, 7, 2.3637163782, 6, 0.245, 0.092, 21, 0.046, 0.112, 66, 0.052, -0.15, -61, 0.245, -0.092, -21, 0.046, -0.111, -66, 0.052, 0.15, 61,  , , ,  , , ,  , , ,  , , , 
1, 25, 1.81015096362, 6, 0.198, 0.14, 41, 0.052, 0.102, 51, 0.207, -0.016, -25, 0.198, -0.139, -41, 0.052, -0.101, -51, 0.207, 0.016, 25,  , , ,  , , ,  , , ,  , , , 
1, 20, 1.83019982847, 6, 0.088, 0.109, 90, 0.209, 0.123, 27, 0.064, -0.124, -68, 0.088, -0.109, -90, 0.209, -0.123, -27, 0.064, 0.124, 68,  , , ,  , , ,  , , ,  , , , 
1, 7, 2.3637163782, 6, 0.245, 0.092, 21, 0.046, 0.112, 66, 0.052, -0.15, -61, 0.245, -0.092, -21, 0.046, -0.111, -66, 0.052, 0.15, 61,  , , ,  , , ,  , , ,  , , , 
1, 13, 2.79468501132, 2, 0.196, -0.106, -75, 0.196, 0.107, 75,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1, 13, 2.79468501132, 2, 0.196, -0.106, -75, 0.196, 0.107, 75,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1, 7, 2.3637163782, 6, 0.245, 0.092, 21, 0.046, 0.112, 66, 0.052, -0.15, -61, 0.245, -0.092, -21, 0.046, -0.111, -66, 0.052, 0.15, 61,  , , ,  , , ,  , , ,  , , , 
1, 16, 2.03551688392, 2, 0.232, 0.08, -21, 0.232, -0.08, 21,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1, 7, 2.3637163782, 6, 0.245, 0.092, 21, 0.046, 0.112, 66, 0.052, -0.15, -61, 0.245, -0.092, -21, 0.046, -0.111, -66, 0.052, 0.15, 61,  , , ,  , , ,  , , ,  , , , 
1, 9, 2.33385526185, 8, 0.24, -0.131, -40, 0.128, 0.103, 87, 0.208, -0.032, 27, 0.03, 0.105, 72, 0.24, 0.131, 40, 0.128, -0.103, -87, 0.208, 0.032, -27, 0.03, -0.105, -72,  , , ,  , , , 
1, 11, 1.69861274689, 4, 0.206, 0.07, -30, 0.096, -0.146, -45, 0.206, -0.07, 30, 0.096, 0.146, 45,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1, 14, 2.87850582372, 4, 0.208, 0.054, -2, 0.217, 0.111, 19, 0.208, -0.054, 2, 0.217, -0.111, -19,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1, 6, 1.32564765382, 4, 0.204, -0.128, -55, 0.241, -0.106, -28, 0.204, 0.128, 55, 0.241, 0.107, 28,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1, 7, 2.3637163782, 6, 0.245, 0.092, 21, 0.046, 0.112, 66, 0.052, -0.15, -61, 0.245, -0.092, -21, 0.046, -0.111, -66, 0.052, 0.15, 61,  , , ,  , , ,  , , ,  , , , 
1, 11, 1.69861274689, 4, 0.206, 0.07, -30, 0.096, -0.146, -45, 0.206, -0.07, 30, 0.096, 0.146, 45,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1, 1, 2.10395306019, 6, 0.018, 0.121, 48, 0.044, 0.132, 42, 0.08, -0.101, -42, 0.018, -0.121, -48, 0.044, -0.132, -42, 0.08, 0.101, 42,  , , ,  , , ,  , , ,  , , , 
1, 9, 2.33385526185, 8, 0.24, -0.131, -40, 0.128, 0.103, 87, 0.208, -0.032, 27, 0.03, 0.105, 72, 0.24, 0.131, 40, 0.128, -0.103, -87, 0.208, 0.032, -27, 0.03, -0.105, -72,  , , ,  , , , 
1, 17, 1.60416079927, 6, 0.24, 0.104, 34, 0.24, -0.112, -48, 0.158, 0.117, 50, 0.24, -0.104, -34, 0.24, 0.113, 48, 0.158, -0.116, -50,  , , ,  , , ,  , , ,  , , , 
1, 22, 0.567465849139, 6, 0.235, -0.106, -95, 0.228, 0.09, -21, 0.024, 0.122, 87, 0.235, 0.106, 95, 0.228, -0.09, 21, 0.024, -0.122, -87,  , , ,  , , ,  , , ,  , , , 
1, 21, 0.0, 8, 0.112, 0.113, 76, 0.226, 0.128, 24, 0.222, -0.119, -51, 0.138, -0.128, -67, 0.112, -0.112, -76, 0.226, -0.128, -24, 0.222, 0.12, 51, 0.138, 0.128, 67,  , , ,  , , , 
1, 9, 2.33385526185, 8, 0.24, -0.131, -40, 0.128, 0.103, 87, 0.208, -0.032, 27, 0.03, 0.105, 72, 0.24, 0.131, 40, 0.128, -0.103, -87, 0.208, 0.032, -27, 0.03, -0.105, -72,  , , ,  , , , 
1, 29, 0.270891303955, 6, 0.168, -0.131, -65, 0.249, 0.117, 16, 0.232, 0.12, 65, 0.168, 0.131, 65, 0.249, -0.117, -16, 0.232, -0.12, -65,  , , ,  , , ,  , , ,  , , , 
1, 21, 0.0, 8, 0.112, 0.113, 76, 0.226, 0.128, 24, 0.222, -0.119, -51, 0.138, -0.128, -67, 0.112, -0.112, -76, 0.226, -0.128, -24, 0.222, 0.12, 51, 0.138, 0.128, 67,  , , ,  , , , 
1, 1, 2.10395306019, 6, 0.018, 0.121, 48, 0.044, 0.132, 42, 0.08, -0.101, -42, 0.018, -0.121, -48, 0.044, -0.132, -42, 0.08, 0.101, 42,  , , ,  , , ,  , , ,  , , , 
1, 18, 1.62124282719, 10, 0.22, 0.09, -14, 0.024, 0.108, 44, 0.207, -0.108, -99, 0.217, 0.128, 87, 0.196, 0.133, 64, 0.22, -0.09, 14, 0.024, -0.107, -44, 0.207, 0.109, 99, 0.217, -0.128, -87, 0.196, -0.133, -64, 
1, 24, 1.82266675459, 10, 0.211, -0.102, -40, 0.198, -0.108, -48, 0.104, -0.133, -49, 0.236, -0.098, -3, 0.002, -0.134, -71, 0.211, 0.102, 40, 0.198, 0.108, 48, 0.104, 0.133, 49, 0.236, 0.098, 3, 0.002, 0.134, 71, 
1, 15, 1.0710719674, 10, 0.241, -0.109, -74, 0.226, -0.03, 29, 0.056, 0.113, 55, 0.223, -0.103, -99, 0.218, -0.139, -22, 0.241, 0.109, 74, 0.226, 0.03, -29, 0.056, -0.113, -55, 0.223, 0.103, 99, 0.218, 0.139, 22, 
2, 41, 2.01694931506, 2, 0.24, 0.104, 34, 0.24, -0.104, -34,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 25, 1.81015096362, 6, 0.198, 0.14, 41, 0.052, 0.102, 51, 0.207, -0.016, -25, 0.198, -0.139, -41, 0.052, -0.101, -51, 0.207, 0.016, 25,  , , ,  , , ,  , , ,  , , , 
2, 9, 2.33385526185, 8, 0.24, -0.131, -40, 0.128, 0.103, 87, 0.208, -0.032, 27, 0.03, 0.105, 72, 0.24, 0.131, 40, 0.128, -0.103, -87, 0.208, 0.032, -27, 0.03, -0.105, -72,  , , ,  , , , 
2, 16, 2.03551688392, 2, 0.232, 0.08, -21, 0.232, -0.08, 21,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 7, 2.3637163782, 6, 0.245, 0.092, 21, 0.046, 0.112, 66, 0.052, -0.15, -61, 0.245, -0.092, -21, 0.046, -0.111, -66, 0.052, 0.15, 61,  , , ,  , , ,  , , ,  , , , 
2, 13, 2.79468501132, 2, 0.196, -0.106, -75, 0.196, 0.107, 75,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 41, 2.01694931506, 2, 0.24, 0.104, 34, 0.24, -0.104, -34,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 18, 1.62124282719, 10, 0.22, 0.09, -14, 0.024, 0.108, 44, 0.207, -0.108, -99, 0.217, 0.128, 87, 0.196, 0.133, 64, 0.22, -0.09, 14, 0.024, -0.107, -44, 0.207, 0.109, 99, 0.217, -0.128, -87, 0.196, -0.133, -64, 
2, 40, 0.992533299983, 6, 0.235, -0.106, -95, 0.24, -0.112, -48, 0.158, 0.117, 50, 0.235, 0.106, 95, 0.24, 0.113, 48, 0.158, -0.116, -50,  , , ,  , , ,  , , ,  , , , 
2, 9, 2.33385526185, 8, 0.24, -0.131, -40, 0.128, 0.103, 87, 0.208, -0.032, 27, 0.03, 0.105, 72, 0.24, 0.131, 40, 0.128, -0.103, -87, 0.208, 0.032, -27, 0.03, -0.105, -72,  , , ,  , , , 
2, 31, 1.89969180212, 6, 0.018, 0.121, 48, 0.044, 0.132, 42, 0.08, 0.149, -49, 0.018, -0.121, -48, 0.044, -0.132, -42, 0.08, -0.149, 49,  , , ,  , , ,  , , ,  , , , 
2, 9, 2.33385526185, 8, 0.24, -0.131, -40, 0.128, 0.103, 87, 0.208, -0.032, 27, 0.03, 0.105, 72, 0.24, 0.131, 40, 0.128, -0.103, -87, 0.208, 0.032, -27, 0.03, -0.105, -72,  , , ,  , , , 
2, 9, 2.33385526185, 8, 0.24, -0.131, -40, 0.128, 0.103, 87, 0.208, -0.032, 27, 0.03, 0.105, 72, 0.24, 0.131, 40, 0.128, -0.103, -87, 0.208, 0.032, -27, 0.03, -0.105, -72,  , , ,  , , , 
2, 22, 0.567465849139, 6, 0.235, -0.106, -95, 0.228, 0.09, -21, 0.024, 0.122, 87, 0.235, 0.106, 95, 0.228, -0.09, 21, 0.024, -0.122, -87,  , , ,  , , ,  , , ,  , , , 
2, 20, 1.83019982847, 6, 0.088, 0.109, 90, 0.209, 0.123, 27, 0.064, -0.124, -68, 0.088, -0.109, -90, 0.209, -0.123, -27, 0.064, 0.124, 68,  , , ,  , , ,  , , ,  , , , 
2, 14, 2.87850582372, 4, 0.208, 0.054, -2, 0.217, 0.111, 19, 0.208, -0.054, 2, 0.217, -0.111, -19,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 41, 2.01694931506, 2, 0.24, 0.104, 34, 0.24, -0.104, -34,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 7, 2.3637163782, 6, 0.245, 0.092, 21, 0.046, 0.112, 66, 0.052, -0.15, -61, 0.245, -0.092, -21, 0.046, -0.111, -66, 0.052, 0.15, 61,  , , ,  , , ,  , , ,  , , , 
2, 9, 2.33385526185, 8, 0.24, -0.131, -40, 0.128, 0.103, 87, 0.208, -0.032, 27, 0.03, 0.105, 72, 0.24, 0.131, 40, 0.128, -0.103, -87, 0.208, 0.032, -27, 0.03, -0.105, -72,  , , ,  , , , 
2, 13, 2.79468501132, 2, 0.196, -0.106, -75, 0.196, 0.107, 75,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 13, 2.79468501132, 2, 0.196, -0.106, -75, 0.196, 0.107, 75,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 38, 0.612205040705, 6, 0.204, -0.128, -55, 0.228, 0.09, -21, 0.024, 0.122, 87, 0.204, 0.128, 55, 0.228, -0.09, 21, 0.024, -0.122, -87,  , , ,  , , ,  , , ,  , , , 
2, 7, 2.3637163782, 6, 0.245, 0.092, 21, 0.046, 0.112, 66, 0.052, -0.15, -61, 0.245, -0.092, -21, 0.046, -0.111, -66, 0.052, 0.15, 61,  , , ,  , , ,  , , ,  , , , 
2, 9, 2.33385526185, 8, 0.24, -0.131, -40, 0.128, 0.103, 87, 0.208, -0.032, 27, 0.03, 0.105, 72, 0.24, 0.131, 40, 0.128, -0.103, -87, 0.208, 0.032, -27, 0.03, -0.105, -72,  , , ,  , , , 
2, 13, 2.79468501132, 2, 0.196, -0.106, -75, 0.196, 0.107, 75,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 14, 2.87850582372, 4, 0.208, 0.054, -2, 0.217, 0.111, 19, 0.208, -0.054, 2, 0.217, -0.111, -19,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 7, 2.3637163782, 6, 0.245, 0.092, 21, 0.046, 0.112, 66, 0.052, -0.15, -61, 0.245, -0.092, -21, 0.046, -0.111, -66, 0.052, 0.15, 61,  , , ,  , , ,  , , ,  , , , 
2, 7, 2.3637163782, 6, 0.245, 0.092, 21, 0.046, 0.112, 66, 0.052, -0.15, -61, 0.245, -0.092, -21, 0.046, -0.111, -66, 0.052, 0.15, 61,  , , ,  , , ,  , , ,  , , , 
2, 32, 1.96785331382, 8, 0.112, 0.113, 76, 0.223, 0.128, 24, 0.222, -0.119, -51, 0.138, -0.128, -67, 0.112, -0.112, -76, 0.223, -0.128, -24, 0.222, 0.12, 51, 0.138, 0.128, 67,  , , ,  , , , 
2, 11, 1.69861274689, 4, 0.206, 0.07, -30, 0.096, -0.146, -45, 0.206, -0.07, 30, 0.096, 0.146, 45,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 51, 4.38240299376, 2, 0.206, 0.07, -30, 0.206, -0.07, 30,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 54, 1.17311483516, 4, 0.235, -0.106, -95, 0.096, -0.146, -45, 0.235, 0.106, 95, 0.096, 0.146, 45,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 46, 4.26968346305, 2, 0.196, -0.106, 74, 0.196, 0.107, -74,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 14, 2.87850582372, 4, 0.208, 0.054, -2, 0.217, 0.111, 19, 0.208, -0.054, 2, 0.217, -0.111, -19,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 56, 2.41107030413, 6, 0.196, -0.106, -75, 0.046, 0.112, 66, 0.052, -0.15, -61, 0.196, 0.107, 75, 0.046, -0.111, -66, 0.052, 0.15, 61,  , , ,  , , ,  , , ,  , , , 
3, 25, 1.81015096362, 6, 0.198, 0.14, 41, 0.052, 0.102, 51, 0.207, -0.016, -25, 0.198, -0.139, -41, 0.052, -0.101, -51, 0.207, 0.016, 25,  , , ,  , , ,  , , ,  , , , 
3, 7, 2.3637163782, 6, 0.245, 0.092, 21, 0.046, 0.112, 66, 0.052, -0.15, -61, 0.245, -0.092, -21, 0.046, -0.111, -66, 0.052, 0.15, 61,  , , ,  , , ,  , , ,  , , , 
3, 14, 2.87850582372, 4, 0.208, 0.054, -2, 0.217, 0.111, 19, 0.208, -0.054, 2, 0.217, -0.111, -19,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 41, 2.01694931506, 2, 0.24, 0.104, 34, 0.24, -0.104, -34,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 9, 2.33385526185, 8, 0.24, -0.131, -40, 0.128, 0.103, 87, 0.208, -0.032, 27, 0.03, 0.105, 72, 0.24, 0.131, 40, 0.128, -0.103, -87, 0.208, 0.032, -27, 0.03, -0.105, -72,  , , ,  , , , 
3, 13, 2.79468501132, 2, 0.196, -0.106, -75, 0.196, 0.107, 75,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 9, 2.33385526185, 8, 0.24, -0.131, -40, 0.128, 0.103, 87, 0.208, -0.032, 27, 0.03, 0.105, 72, 0.24, 0.131, 40, 0.128, -0.103, -87, 0.208, 0.032, -27, 0.03, -0.105, -72,  , , ,  , , , 
3, 50, 3.13313267731, 2, 0.245, 0.092, 21, 0.245, -0.092, -21,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 50, 3.13313267731, 2, 0.245, 0.092, 21, 0.245, -0.092, -21,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 9, 2.33385526185, 8, 0.24, -0.131, -40, 0.128, 0.103, 87, 0.208, -0.032, 27, 0.03, 0.105, 72, 0.24, 0.131, 40, 0.128, -0.103, -87, 0.208, 0.032, -27, 0.03, -0.105, -72,  , , ,  , , , 
3, 7, 2.3637163782, 6, 0.245, 0.092, 21, 0.046, 0.112, 66, 0.052, -0.15, -61, 0.245, -0.092, -21, 0.046, -0.111, -66, 0.052, 0.15, 61,  , , ,  , , ,  , , ,  , , , 
3, 41, 2.01694931506, 2, 0.24, 0.104, 34, 0.24, -0.104, -34,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 25, 1.81015096362, 6, 0.198, 0.14, 41, 0.052, 0.102, 51, 0.207, -0.016, -25, 0.198, -0.139, -41, 0.052, -0.101, -51, 0.207, 0.016, 25,  , , ,  , , ,  , , ,  , , , 
3, 50, 3.13313267731, 2, 0.245, 0.092, 21, 0.245, -0.092, -21,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 48, 1.81141318968, 8, 0.018, 0.121, 48, 0.128, 0.103, 87, 0.208, -0.032, 27, 0.03, 0.105, 72, 0.018, -0.121, -48, 0.128, -0.103, -87, 0.208, 0.032, -27, 0.03, -0.105, -72,  , , ,  , , , 
3, 9, 2.33385526185, 8, 0.24, -0.131, -40, 0.128, 0.103, 87, 0.208, -0.032, 27, 0.03, 0.105, 72, 0.24, 0.131, 40, 0.128, -0.103, -87, 0.208, 0.032, -27, 0.03, -0.105, -72,  , , ,  , , , 
3, 9, 2.33385526185, 8, 0.24, -0.131, -40, 0.128, 0.103, 87, 0.208, -0.032, 27, 0.03, 0.105, 72, 0.24, 0.131, 40, 0.128, -0.103, -87, 0.208, 0.032, -27, 0.03, -0.105, -72,  , , ,  , , , 
3, 47, 1.67789589723, 6, 0.24, -0.131, -40, 0.044, 0.132, 42, 0.08, 0.149, -49, 0.24, 0.131, 40, 0.044, -0.132, -42, 0.08, -0.149, 49,  , , ,  , , ,  , , ,  , , , 
3, 14, 2.87850582372, 4, 0.208, 0.054, -2, 0.217, 0.111, 19, 0.208, -0.054, 2, 0.217, -0.111, -19,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 32, 1.96785331382, 8, 0.112, 0.113, 76, 0.223, 0.128, 24, 0.222, -0.119, -51, 0.138, -0.128, -67, 0.112, -0.112, -76, 0.223, -0.128, -24, 0.222, 0.12, 51, 0.138, 0.128, 67,  , , ,  , , , 
3, 9, 2.33385526185, 8, 0.24, -0.131, -40, 0.128, 0.103, 87, 0.208, -0.032, 27, 0.03, 0.105, 72, 0.24, 0.131, 40, 0.128, -0.103, -87, 0.208, 0.032, -27, 0.03, -0.105, -72,  , , ,  , , , 
